order_no,issued_date,revoked_date,closes_area,species,closure_type
PTN-2013-33,2013-01-24,2013-02-14,"Area 1, except 1-5",ALL BM,biotoxins
PTN-2013-34,2013-01-24,2013-02-14,SA 1-5,ALL BM except Razor and Butter Clams,biotoxins
PTN-2013-35,2013-01-24,2013-04-18,SA 23-8 and ptn 23-6 (useless inlet),"All BM except Manila, littleneck, oysters and mussels and VARNISH",biotoxins
PTN-2013-36,2013-01-24,2013-01-31,"SA 23-3, 23-4, Ptn of SA  23-6 (useless inlet)","All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2013-37,2013-01-31,2013-03-08,Area 13 except SA 13-3 to 13-13 and 13-15 to 13-18,All B.M.,biotoxins
PTN-2013-38,2013-01-31,2013-02-01,"Areas 12 to 29, except  13-3 to 13-11, 13-18, 14-5, 14-8, 14-15, 16-16",Scallops,biotoxins
PTN-2013-39,2013-01-31,2013-04-11,SA 13-18,"All Bivalves, except Pink Scallops and Spiny Scallops",biotoxins
PTN-2013-40,2013-01-31,2013-05-28,"Area 23, except SA 23-3, 23-4, 23-6, 23-8, 23-9, 23-10 AND 23-11",ALL BM,biotoxins
PTN-2013-41,2013-01-31,2013-04-18,SA 23-9 and  23-10,"All BM except Manila, Littleneck, oysters, mussels, Geoducks and Horseclams",biotoxins
PTN-2013-42,2013-01-31,2013-08-15,sa 23-9 and 23-11,All BM except Geoducks and Horse Clams,biotoxins
PTN-2013-43,2013-01-31,2013-04-18,"SA 23-3 to 23-5, Ptn of SA  23-6 (useless inlet)","All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2013-44,2013-02-01,2013-02-12,"Areas 12 to 29, except  13-3 to 13-11, 13-18, 14-5, 14-8, 14-15, 16-16, 17-20",Scallops,biotoxins
PSN-2013-45,2013-02-05,2013-05-29,"Area 13, modify closure 13.10",ALL BM,sanitary closure
PTN-2013-46,2013-02-07,2013-07-16,"Area 24 except 24-2 to 24-7, 24-9, 24-13, 24-14",All BM,biotoxins
PTN-2013-47,2013-02-07,2013-08-28,"SA 24-2 to 244, 24-9, 24-13, 24-14","All BM except Manila, littleneck, oysters and mussels, gducks & hclams",biotoxins
PTN-2013-48,2013-02-07,2013-07-16,SA 24-6 AND 24-7,All BM except Geoducks and Horse Clams,biotoxins
PTN-2013-49,2013-02-07,2013-08-29,SA 24-5,"All BM except manila, littleneck, oysters, mussels.",biotoxins
PTN-2013-50,2013-02-11,2013-02-14,"Area 12, except SA 12-2, 12-22, 12-23 AND 12-26",All BM,biotoxins
PTN-2013-51,2013-02-11,2013-05-01,"SA 12-2, 12-22, 12-23 AND 12-26",All BM except butter clams and cockles,biotoxins
PTN-2013-52,2013-02-12,2013-02-21,"Areas 12 to 29, except  13-3 to 13-11, 13-18, 14-5, 14-8, 14-15, 15-4, 16-16, 17-20",Scallops,biotoxins
PTN-2013-53,2013-02-14,2013-03-06,Area 1,ALL BM,biotoxins
PTN-2013-54,2013-02-14,2013-05-01,"Area 12, except SA 12-2, 12-10 to 12-13, 12-15, 12-16, 12-22, 12-23 AND 12-26",All BM,biotoxins
PTN-2013-55,2013-02-14,2013-04-15,"SA 12-10 to 12-13, 12-15 and 12-16",All BM except Geoducks and Horse Clams,biotoxins
PTN-2013-56,2013-02-21,2013-03-07,"Areas 12 to 29, except  13-3 to 13-11, 13-16 to13-18, 14-5, 14-8, 14-15, 15-4, 16-16, 17-20",Scallops,biotoxins
PTN-2013-57,2013-02-21,2013-05-23,SA 14-1 to14-4 and 14-13,"All BM except Manila, Littleneck, oysters, mussels",biotoxins
PTN-2013-58,2013-02-21,2013-03-01,"Area 7, except SA 7-17 to 7-21, 7-23 to 7-25 and 7-27",All B.M.,biotoxins
PTN-2013-59,2013-02-21,2013-03-01,"SA 7-18, 7-21, 7-23 to 7-25 and 7-27",All BM except Geoducks and Horse Clams,biotoxins
PTN-2013-60,2013-02-22,2013-03-21,"SA 7-17, except portion between Bay Rocks and Fancy Cove","All BM except Manila, Littleneck, oysters, mussels, Geoducks and Horseclams",biotoxins
PTN-2013-61,2013-02-22,2013-03-21,Portion of SA 7-17 Bay Rocks and Fancy Cove,"All BM except Manila, Littleneck, oysters, mussels, Geoducks, Horseclams and Butter Clams",biotoxins
PTN-2013-62,2013-02-26,2013-04-15,SA 20-1 to 20-5,All BM except Mussels,biotoxins
PTN-2013-63,2013-02-27,2013-05-22,"Area 16, except 16-1, 16-2, 16-5 to 16-13, 16-16 to 16-22",All BM,biotoxins
PTN-2013-64,2013-02-27,2013-05-23,"SA 16-1, 16-2,16-19, 16-21 and 16-22","All BM except manila, littleneck, oysters, mussel, geoduck and horseclams",biotoxins
PTN-2013-65,2013-02-27,2013-05-22,"SA 16-10, 16-17, 16-18, 16-20","All BM except manila, littlneck, oysters & mussels",biotoxins
PTN-2013-66,2013-02-28,2013-08-16,"Area 25, except SA 25-3 to 25-15, ",ALL BM,biotoxins
PTN-2013-67,2013-02-28,2013-07-04,SA 25-3 to 25-15 ,"All BM except manila, littleneck, oysters and mussels",biotoxins
PTN-2013-68,2013-03-01,2013-03-19,"Area 7, except SA 7-17 to 7-21, 7-23 to 7-25 and 7-27 and 7-28",All B.M.,biotoxins
PTN-2013-69,2013-03-01,2013-03-19,"SA 7-18, 7-21, 7-23 to 7-25 and 7-27 and 7-28",All BM except Geoducks and Horse Clams,biotoxins
PTN-2013-70,2013-03-01,2013-04-26,"SA 17-1 TO 17--9, AND 17-12 TO 17-16 and 17-18 to 17-21","All BM except Manila, littleneck, oysters and mussles",biotoxins
PTN-2013-71,2013-03-01,2013-03-20,"Area 18, except 18-1 to 18-11",All B.M.,biotoxins
PTN-2013-72,2013-03-01,2013-03-20,Subarea 18-1 to 18-11,"All BM except Manila, littleneck, oysters and mussles",biotoxins
PTN-2013-73,2013-03-01,2013-06-20,"Area 19,except SA 19-5 to 19-12",All B.M.,biotoxins
PTN-2013-74,2013-03-01,2013-06-20,SA 19-5 to 19-12,"All BM except Manila, littleneck, oysters and mussles",biotoxins
PTN-2013-75,2013-03-01,2013-03-18,Area 29 except 29-4 and 29-5,ALL BM,biotoxins
PTN-2013-76,2013-03-01,2013-03-18,SA 29-4 and 29-5,"All BM except Manila, littleneck, oysters and mussles",biotoxins
PTN-2013-77,2013-03-06,2013-05-16,"Area 1, except 1-5",ALL BM,biotoxins
PTN-2013-78,2013-03-06,2013-05-16,SA 1-5,"All BM except razor clams, cockles, scallops",biotoxins
PTN-2013-79,2013-03-07,2013-03-08,"Areas 12 to 29, except  13-3 to 13-13, 13-16 to13-18, 14-5, 14-8, 14-15, 15-4, 16-16, 17-20",Scallops,biotoxins
PTN-2013-80,2013-03-08,2013-04-11,Area 13 except SA 13-3 to 13-18,All B.M.,biotoxins
PTN-2013-81,2013-03-08,2013-04-12,"Areas 12 to 29, except  13-3 to 13-14, 13-16 to13-18, 14-5, 14-8, 14-15, 15-4, 16-16, 17-20",Scallops,biotoxins
PTN-2013-82,2013-03-12,2013-10-04,"Area 2, except SA 2-1",All B.M.,biotoxins
PTN-2013-83,2013-03-12,2013-03-28,SA 2-1,All BM except Oysters,biotoxins
PTN-2013-84,2013-03-18,2013-05-24,"Area 29 except291, 29-2, 29-4 and 29-5",ALL BM,biotoxins
PTN-2013-85,2013-03-18,2013-04-26,"SA 29-1, 29-2, 29-4 and 29-5","All BM except Manila, littleneck, oysters and mussles",biotoxins
PTN-2013-86,2013-03-19,2013-03-20,"Area 7, except SA 7-17 to 7-21, 7-23 to 7-25 and 7-27, 7-28 and 7-32",All B.M.,biotoxins
PTN-2013-87,2013-03-19,2013-03-20,"SA 7-18, 7-21, 7-23 to 7-25 and 7-27, 7-28 and 7-32",All BM except Geoducks and Horse Clams,biotoxins
PTN-2013-88,2013-03-20,2013-04-25,"Area 7, except SA 7-1, 7-17 to 7-21, 7-23 to 7-25 and 7-27, 7-28 and 7-32",All B.M.,biotoxins
PTN-2013-89,2013-03-20,2013-03-21,"SA 7-1, 7-18 to 7-21, 7-23 to 7-25 and 7-27, 7-28 and 7-32",All BM except Geoducks and Horse Clams,biotoxins
PTN-2013-90,2013-03-20,2013-05-21,"Area 18, except 18-2, 18-3 and 18-6 to 18-10",All B.M.,biotoxins
PTN-2013-91,2013-03-20,2013-05-21,"Subarea 18-2, 18-3, 18-6 to 18-10","All BM except Manila, littleneck, oysters and mussles",biotoxins
PTN-2013-92,2013-03-21,2013-04-25,"SA 7-1, 7-17 to 7-21, 7-23 to 7-25 and 7-27, 7-28 and 7-32",All BM except Geoducks and Horse Clams,biotoxins
PCH-2013-93,2013-03-25,2014-07-03,Portion Area 23 Toquart Bay 23.hh,All BM,chemical closure
PTN-2013-94,2013-03-28,2013-10-04,SA 2-1,All BM except Oysters and scallps,biotoxins
PTN-2013-95,2013-04-11,2013-05-30,"Area 13 except SA 13-1, 13-3 to 13-14, 13-15 TO 13-18",All B.M.,biotoxins
PTN-2013-96,2013-04-11,2013-05-30,SA 13-1 AND 13-18,"All Bivalves, except Pink Scallops and Spiny Scallops",biotoxins
PTN-2013-97,2013-04-12,2013-05-17,"Areas 12 to 29, except  13-3 to 13-14, 13-16 to13-18, 14-5, 14-8, 14-15, 15-4, 16-16, 17-20",Scallops,biotoxins
PTN-2013-98,2013-04-15,2013-08-22,SA 20-1 to 20-4,All BM except Mussels,biotoxins
PTN-2013-99,2013-04-15,2013-08-22,SA 20-5,"All BM except Mussels, geoducks and Horse Clams",biotoxins
PTN-2013-100,2013-04-15,2013-05-13,"SA 12-10 to 12-13, and 12-15",All BM except Geoducks and Horse Clams,biotoxins
PTN-2013-101,2013-04-15,2013-05-13,SA 12-16,"All BM except butter clams and cockles, Geoducks and Horse Clams",biotoxins
PTN-2013-102,2013-04-18,2013-06-18,SA 23-3,"All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2013-103,2013-04-18,2013-06-18,"SA 23-4, 23-5, 23-7, 23-9, 23-10 AND ptn of 23-6 (Useless Inlet)","All BM except Manila, Littleneck, oysters, mussels, Geoducks and Horseclams",biotoxins
PTN-2013-104,2013-04-18,2013-05-28,SA 23-8 and ptn 23-6 (useless inlet),"All BM except Manila, littleneck, oysters and mussels, Varnish, Gducks & Hclams",biotoxins
PTN-2013-105,2013-04-25,2013-05-02,Area 8 except 8-1 to 8-4 and 8-16,All BM,biotoxins
PTN-2013-106,2013-04-25,2013-05-02,8-1 to 8-4 and 8-16,"ALL BM, except Geoducks and Hcams",biotoxins
PTN-2013-107,2013-04-25,2013-06-06,Area 9 except SA 9-12,"ALL BM, except Geoducks and Hcams",biotoxins
PTN-2013-108,2013-04-25,2013-06-06,SA 9-12,"ALL BM, except Geoducks and Hcams",biotoxins
PTN-2013-109,2013-04-25,2013-04-30,"Area 7, except SA 7-1, 7-17 to 7-21, 7-23 to 7-28 and 7-32",All B.M.,biotoxins
PTN-2013-110,2013-04-25,2013-04-30,"SA 7-1, 7-17 to 7-21, 7-23 to 7-28 and 7-32",All BM except Geoducks and Horse Clams,biotoxins
PSN-2013-111,2013-05-29,2014-02-17,Area 13: new closures 13.26  Whaletown and 13.27 Gorge Harbour,All BM,sanitary closure
PSN-2013-112,2013-05-29,2013-09-25,"Area 16, amend 16.19 revoke 16.31",All BM,sanitary closure
PSN-2013-113,2013-05-29,2014-02-17,"Area 25 - 25.27 new, 25.aa revoke",All BM,sanitary closure
PSN-2013-114,2013-05-29,2014-05-29,"Area 12, 12.4 revoke, 12.29 revoke",All BM,sanitary closure
PSN-2013-F-115,2013-05-29,2014-02-17,"Floathomes, revoke 16.39, 16.40, 16.41 new 16.43",All BM,sanitary closure
PSN-2013-116,2013-05-29,2013-09-15,"Special Seasonal Closure 13.F, July 1 to Sept. 15",All BM,sanitary closure
PTN-2013-117,2013-04-26,2013-06-06,"SA 17, 17-14, 17-19 and 17-21","All BM except Manila, littleneck, oysters and mussles",biotoxins
PTN-2013-118,2013-04-26,2013-05-24,"SA 17-1 to 17-6, 17-8 to 17-10, 17-12, 17-13, 17-15 to 17-18 and 17-20","All BM, except Manila, Littleneck, oysters and mussels, geoducks & horseclams",biotoxins
PTN-2013-119,2013-04-26,2013-05-24,"SA 29-1, 29-2, 29-4 ","All BM except Manila, littleneck, oysters and mussles",biotoxins
PTN-2013-120,2013-04-26,2013-05-24,SA 29-5,"All BM, except Manila, Littleneck, oysters and mussels, geoducks & horseclams",biotoxins
PTN-2013-121,2013-04-30,2013-05-02,"Area 7, except SA 7-26 AND 7-27",All B.M.,biotoxins
PTN-2013-122,2013-04-30,2013-05-02,SA 7-26 AND 7-27,All BM except Geoducks and Horse Clams,biotoxins
PTN-2013-123,2013-05-01,2013-05-13,"Area 12, except 12-10 to 12-13, 12-15, 12-16, ",All BM,biotoxins
PSN-2013-124,2013-05-01,2013-10-15,Seasonal closure May 1 to October 15 5A Grenville Channel,All BM,sanitary closure
PTN-2013-125,2013-05-02,2013-05-09,Area 7,All B.M.,biotoxins
PTN-2013-126,2013-05-02,2013-06-06,Area 8 except 8-1 to 8-3 and 8-16,All BM,biotoxins
PTN-2013-127,2013-05-02,2013-06-06,8-1 to 8-3 and 8-16,"ALL BM, except Geoducks and Hcams",biotoxins
PSN-2013-128,2013-05-07,2015-12-15,"Area 17, admin corrections",ALL BM,sanitary closure
PSN-2013-129,2013-05-07,2014-11-25,"Area 18, admin corrections",ALL BM,sanitary closure
PTN-2013-130,2013-05-09,2013-05-24,"Area 7, except SA 7-8, 7-9, 7-12, 7-17 and 7-21 to 7-23",All B.M.,biotoxins
PTN-2013-131,2013-05-09,2013-05-24,"SA 7-8, 7-9, 7-12, 7-17 and 7-21 to 7-23","ALL BM, except Geoducks and Hcams",biotoxins
PTN-2013-132,2013-05-13,2013-05-13,"Area 12, except 12-10 to 12-13 AND 12-15",All BM,biotoxins
PSN-2013-133,2013-05-13,2013-09-30,"Seasonal closure May 31 to September 30 portions of Areas 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 23, 25 and 28",All BM,sanitary closure
PSN-2013-134,2013-05-13,2013-09-15,"Seasonal closure for Area 2 June 15 to Sept. 15, 2013",All BM,sanitary closure
PTN-2013-136,2013-05-13,2013-08-30,"Area 12, except 12-10 to 12-13, 12-15 and ptn of 12-16 (Daphne Point)",All BM,biotoxins
PTN-2013-137,2013-05-13,2013-08-29,"SA 12-10 to 12-13, 12-15 and ptn of 12-16 (Daphne Point)",All BM except Geoducks and Horse Clams,biotoxins
PTN-2013-138,2013-05-16,2013-11-22,Area 1,ALL BM,biotoxins
PTN-2013-139 ,2013-05-17,2013-05-22,"Areas 12 to 29, except  13-3 to 13-14, 13-16 to13-18, 14-5, 14-8, 14-15, 16-16, 17-20",Scallops,biotoxins
PTN-2013-140,2013-05-17,2013-06-03,"Area 15, except  SA 15-1 to 15-3 and 15-5",All BM,biotoxins
PTN-2013-141,2013-05-17,NA,SA 15-1 TO 15-3,"All BM except Manila, Littleneck, oysters, mussels, Geoducks and Horseclams",biotoxins
PTN-2013-142,2013-05-21,2013-06-06,"Area 6, EXCEPT SA 6-16 AND 6-17",All B.M.,biotoxins
PTN-2013-143,2013-05-21,2013-06-06,SA 6-16 AND 6-17,All BM except Geoducks and Horse Clams,biotoxins
PTN-2013-144,2013-05-21,2013-05-30,"Area 18, except 18-1 to 18-11",All B.M.,biotoxins
PTN-2013-145,2013-05-21,2013-05-30,SA 18-1 TO 18-11,"All BM except Manila, littleneck, oysters and mussles",biotoxins
PTN-2013-146,2013-05-21,2013-05-30,"Areas 13 to 29, except 14-11 and 18-11",Butter clams,biotoxins
PTN-2013-147,2013-05-22,2013-05-23,"Area 16, except 16-1, 16-2, 16-5 to 16-10, 16-12, 16-13, 16-17, 16-19 to 16-22",All BM,biotoxins
PTN-2013-148,2013-05-22,2013-05-23,"SA 16-10, 16-17,16-20","All BM except manila, littlneck, oysters & mussels",biotoxins
PTN-2013-149,2013-05-22,2015-06-12,"Subareas 16-5 to 16-9, 16-12, 16-13",gducks & hclams,biotoxins
PTN-2013-150,2013-05-22,2013-05-30,"Areas 12 to 29, except  13-3 to 13-14, 13-16 to13-18, 14-5, 14-8, 14-15, 17-20",Scallops,biotoxins
PTN-2013-151,2013-05-23,2013-05-24,"Area 16, except 16-1, 16-2, 16-5 to 16-10, 16-12, 16-13, 16-17, AND 16-22",All BM,biotoxins
PTN-2013-152,2013-05-23,2013-05-24,"SA 16-10, 16-17","All BM except manila, littlneck, oysters & mussels",biotoxins
PTN-2013-153,2013-05-23,2013-05-24,"SA 16-1, 16-2, 16-22","All BM except manila, littleneck, oysters, mussel, geoduck and horseclams",biotoxins
PTN-2013-154,2013-05-23,2013-06-28,"SA 14-1, 14-2, 14-4 and 14-13","All BM except Manila, Littleneck, oysters, mussels",biotoxins
PTN-2013-155,2013-05-23,2013-06-28,SA 14-3,All BM,biotoxins
PTN-2013-156,2013-05-24,2013-06-06,"SA 17-4, 17-5, 17-10, 17-12, 17-13, 17-15 to 17-18 and 17-20 and ptn of SA 17-6 (Kuper Island)","All BM, except Manila, Littleneck, oysters and mussels, geoducks & horseclams",biotoxins
PTN-2013-157,2013-05-24,NA,"Area 17, except SA 17-4, 17-5, 17-10 to 17-21 and ptn of SA 17-6 (Kuper Island)",All BM,biotoxins
PTN-2013-158,2013-05-24,2013-06-06,"Area 7, except SA 7-3, 7-8, 7-9, 7-12, 7-17 and 7-21 to 7-23",All B.M.,biotoxins
PTN-2013-159,2013-05-24,2013-06-06,"SA 7-3, 7-8, 7-9, 7-12, 7-17 and 7-21 to 7-23","ALL BM, except Geoducks and Hcams",biotoxins
PTN-2013-160,2013-05-24,2013-06-28,"Area 16, except 16-5 to 16-9, 16-12, 16-13,  AND 16-22",All BM,biotoxins
PTN-2013-161,2013-05-24,2013-07-22,SA 16-22,"All BM except manila, littleneck, oysters, mussel, geoduck and horseclams",biotoxins
PTN-2013-162,2013-05-24,2013-08-14,Area 29,ALL BM,biotoxins
PTN-2013-163,2013-05-28,2013-06-18,"Area 23, except SA 23-3 TO 23-5, 23-7 TO 23-11 AND PTN OF 23-6 (USELESS INLET)",ALL BM,biotoxins
PTN-2013-164,2013-05-28,2013-08-22,SA 23-8,"All BM except Manila, littleneck, oysters and mussels, Varnish, Gducks & Hclams",biotoxins
PTN-2013-165,2013-05-30,2013-06-05,"Area 13 except SA 13-3 to 13-11, 13-15 to 13-18",All BM,biotoxins
PTN-2013-166,2013-05-30,2013-06-06,SA 13-16 and 13-17,"All BM except Manila, littleneck, oysters and mussels, Varnish ",biotoxins
PTN-2013-167,2013-05-30,2013-06-05,"Areas 12 to 29, except SA 13-3 to 13-11, 13-16 to 13-18, 14-5, 14-8, 14-15, 17-20 ",Scallops,biotoxins
PTN-2013-168,2013-05-30,NA,SA 13-18,All BM except Pink and Spiny Scallops,biotoxins
PTN-2013-169,2013-05-30,2013-06-20,Area 18 except SA 18-7,All BM,biotoxins
PTN-2013-170,2013-05-30,2013-06-20,SA 18-7,"All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2013-171,2013-05-30,2013-06-06,Areas 13 to 29 except SA 14-11,Butter Clams,biotoxins
PTN-2013-172,2013-06-03,2013-06-05,Area 15 except SA 15-1 to 15-3 and a portion of 15-5,All B.M.,biotoxins
PTN-2013-173,2013-06-03,2013-06-05,SA 15-1 to 15-3 and a portion of 15-5 (Raza Island),"All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2013-174,2013-06-05,2013-06-06,"Area 13 except SA 13-3 to 13-11, 13-16 and 13-17",All B.M.,biotoxins
PTN-2013-175,2013-06-05,2013-06-06,"Areas 12 to 29, except SA 13-3 to 13-11, 13-16, 13-17, 14-5, 14-8, 14-15, 17-20 ",Scallops,biotoxins
PTN-2013-176,2013-06-05,2013-06-28,"Area 15, except 15-5C",All B.M.,biotoxins
PTN-2013-177,2013-06-05,2013-06-28,SA 15-5C,"All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2013-178,2013-06-06,2013-06-13,"SA 17-1 to 17-3, 17-8 to 17-16, 17-21",All BM,biotoxins
PTN-2013-179,2013-06-06,2013-06-13,SA 17-4 and 17-19,"All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2013-180,2013-06-06,2013-06-13,"SA 17-4, 17-5, 17-17, 17-18, ptn of 17-6","All BM except Manila, littleneck, oysters and mussels,  Gducks & Hclams",biotoxins
PTN-2013-181,2013-06-06,2015-04-24,Areas 13 to 29 except SA 14-11 and 17-5,Butter Clams,biotoxins
PTN-2013-182,2013-06-06,2013-07-09,Area 8 except 8-1 to 8-4,All BM,biotoxins
PTN-2013-183,2013-06-06,2013-07-09,8-1 to 8-4,"ALL BM, except Geoducks and Hcams",biotoxins
PTN-2013-184,2013-06-06,2013-06-20,"Area 7, except SA 7-3, 7-8, 7-9, 7-12, 7-17, 7-21 to 7-23, 7-26, 7-27",All B.M.,biotoxins
PTN-2013-185,2013-06-06,2013-06-20,"SA 7-3, 7-8, 7-9, 7-12, 7-17, 7-21 to 7-23, 7-26, 7-27","ALL BM, except Geoducks and Hcams",biotoxins
PTN-2013-186,2013-06-06,NA,Area 9 ,ALL BM ,biotoxins
PTN-2013-187,2013-06-06,2013-06-06,"Area 6, except SA 6-11, 6-14, 6-16 and 6-17",All B.M.,biotoxins
PTN-2013-188,2013-06-06,2013-06-06,"SA 6-11, 6-14, 6-16 and 6-17",All BM except Geoducks and Horse Clams,biotoxins
PTN-2013-189,2013-06-06,2013-06-26,Area 13 except SA 13-3 to 13-11,All B.M.,biotoxins
PTN-2013-190,2013-06-06,2013-07-04,"Areas 12 to 29, except SA 13-3 to 13-11, 14-5, 14-8, 14-15, 17-20 ",Scallops,biotoxins
PTN-2013-191,2013-06-07,2013-06-18,"Area 6, except SA 6-10, 6-11, 6-14, 6-16 and 6-17",All B.M.,biotoxins
PTN-2013-192,2013-06-07,NA,"SA 6-10, 6-11, 6-14, 6-16 and 6-17",All BM except Geoducks and Horse Clams,biotoxins
PTN-2013-193,2013-06-13,2013-06-20,"SA 17-1 to 17-3, 17-10 to 17-16, 17-21",All BM,biotoxins
PTN-2013-194,2013-06-13,2013-06-20,SA 17-9 AND 17-19,"All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2013-195,2013-06-13,2013-06-20,"SA 17-4 TO 17-6, 17-17, 17-18, 17-20","All BM except Manila, littleneck, oysters and mussels,  Gducks & Hclams",biotoxins
PTN-2013-196,2013-06-18,2013-07-03,"Area 6, except SA 6-10, 6-11, 6-13, 6-14, 6-16 and 6-17",All B.M.,biotoxins
PTN-2013-197,2013-06-18,2013-07-03,"SA 6-10, 6-11, 6-13, 6-14, 6-16 and 6-17",All BM except Geoducks and Horse Clams,biotoxins
PTN-2013-198,2013-06-18,2013-08-14,"Area 23, except SA 23-3 TO 23-11",ALL BM,biotoxins
PTN-2013-199,2013-06-18,2013-08-15,"SA 23-4, 23-5, 23-7, 23-9 and 23-10 ","All BM except Manila, Littleneck, oysters, mussels, Geoducks and Horseclams",biotoxins
PTN-2013-200,2013-06-18,2013-07-11,SA 23-3 and 23-6,"All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2013-201,2013-06-20,2013-08-14,"SA 17-1 to 17-3, 17-11",All BM,biotoxins
PTN-2013-202,2013-06-20,2013-08-14,"SA 17-7 to 17-9, 17-14, 17-19 and 17-21","All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2013-203,2013-06-20,2013-07-05,"SA 17-4 TO 17-6, 17-10, 17-12, 17-13, 17-15 to 17-18, 17-20","All BM except Manila, littleneck, oysters and mussels,  Gducks & Hclams",biotoxins
PTN-2013-204,2013-06-20,2013-10-17,Area 18 except SA 18-3 AND 18-7,All BM,biotoxins
PTN-2013-205,2013-06-20,2013-10-17,SA 18-3 AND 18-7,"All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2013-206,2013-06-20,2013-07-04,"Area 19,except SA 19-5 AND 19-6",All B.M.,biotoxins
PTN-2013-207,2013-06-20,2013-07-04,SA 19-5 AND 19-6,"All BM except Manila, littleneck, oysters and mussles",biotoxins
PTN-2013-208,2013-06-20,2013-06-28,"Area 7, except SA 7-1 TO 7-3, 7-8, 7-9, 7-12, 7-17, 7-21 to 7-23, 7-26, 7-27, 7-31",All B.M.,biotoxins
PTN-2013-209,2013-06-20,2013-06-28,"SA 7-1 TO 7-3, 7-8, 7-9, 7-12, 7-17, 7-21 to 7-23, 7-26, 7-27, 7-31","ALL BM, except Geoducks and Hcams",biotoxins
PTN-2013-210,2013-06-26,2013-06-28,"Area 13 except SA 13-3 to 13-11, 13-16 and 13-17",All B.M.,biotoxins
PTN-2013-211,2013-06-28,2013-07-09,"Area 7, except SA 7-3, 7-8, 7-9, 7-12, 7-17, 7-21 to 7-23, 7-26, 7-27",All B.M.,biotoxins
PTN-2013-212,2013-06-28,2013-07-09,"SA  7-3, 7-8, 7-9, 7-12, 7-17, 7-21 to 7-23, 7-26, 7-27","ALL BM, except Geoducks and Hcams",biotoxins
PTN-2013-213,2013-06-28,2013-12-31,SA 14-1 TO 14-4 and 14-13,"All BM except Manila, Littleneck, oysters, mussels",biotoxins
ptn-2013-214,2013-06-28,2013-07-11,"Area 16, except 16-5 to 16-9, 16-12, 16-13, 16-16, 1619 to 16-22",All BM,biotoxins
ptn-2013-215,2013-06-28,2013-07-22,"SA 16-11, 16-16, 16-19 to 16-21","ALL BM except manila, littleneck, oysters, mussels",biotoxins
ptn-2013-216,2013-06-28,2013-07-04,"Area 15, except ptns of SA 15-5",All B.M.,biotoxins
ptn-2013-217,2013-06-28,2013-07-04,SA 15-5 except,"All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2013-218,2013-06-28,2013-07-03,"Area 13 except SA 13-3 to 13-11, 13-15 to 13-17",All B.M.,biotoxins
PTN-2013-219,2013-06-28,2013-07-03,SA 13-15,All BM except musels,biotoxins
PTN-2013-220,2013-07-03,2013-08-27,Area 6,All B.M.,biotoxins
PTN-2013-221,2013-07-03,2014-05-16,Area 13 except SA 13-1 and 13-3  to 13-17,All B.M.,biotoxins
PTN-2013-222,2013-07-03,2013-08-22,SA 13-1 and 13-12 to 13-15,"All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2013-223,2013-07-04,2013-07-18,"Areas 12 to 29, except SA 13-3 to 13-11, 13-14, 14-5, 14-8, 14-15, 17-20 ",Scallops,biotoxins
