year,stockid,stocklong,areaid,score,b_bmsy,f_fmsy
2007,SSSHRIMPSMA14,Sidestripe shrimp SMA 14,Canada-DFO-SMA-14,0.4269819927091487,1.59279185148621,0.168864056131326
2008,SSSHRIMPSMA14,Sidestripe shrimp SMA 14,Canada-DFO-SMA-14,0.425562131801538,1.53993371482184,0.15340844340051096
2009,SSSHRIMPSMA14,Sidestripe shrimp SMA 14,Canada-DFO-SMA-14,0.10352114870323953,3.48863701984811,0.13038239407195215
2010,SSSHRIMPSMA14,Sidestripe shrimp SMA 14,Canada-DFO-SMA-14,0.09094113968352172,4.10531528093237,0.072873781410385
1998,SSSHRIMPSMAFR,Sidestripe shrimp SMA FR,Canada-DFO-SMA-FR,0,1.76935057781029,NA
1999,SSSHRIMPSMAFR,Sidestripe shrimp SMA FR,Canada-DFO-SMA-FR,0,0.963064238554966,NA
2000,SSSHRIMPSMAFR,Sidestripe shrimp SMA FR,Canada-DFO-SMA-FR,0,1.37367302243499,NA
2001,SSSHRIMPSMAFR,Sidestripe shrimp SMA FR,Canada-DFO-SMA-FR,0.6078933765563779,1.50058846472518,0.352082618403674
2002,SSSHRIMPSMAFR,Sidestripe shrimp SMA FR,Canada-DFO-SMA-FR,0.7057321366208948,0.718192091077424,0.351046805510972
2003,SSSHRIMPSMAFR,Sidestripe shrimp SMA FR,Canada-DFO-SMA-FR,0.5909747619127574,1.1646358233688,0.3325425850431515
2004,SSSHRIMPSMAFR,Sidestripe shrimp SMA FR,Canada-DFO-SMA-FR,0.5762244439822255,0.776423882245864,0.27674142458550677
2005,SSSHRIMPSMAFR,Sidestripe shrimp SMA FR,Canada-DFO-SMA-FR,0.5274302094843542,1.17210143762116,0.25992023941069053
2006,SSSHRIMPSMAFR,Sidestripe shrimp SMA FR,Canada-DFO-SMA-FR,0.2509739423348905,2.51591200304669,0.24007317141647977
2007,SSSHRIMPSMAFR,Sidestripe shrimp SMA FR,Canada-DFO-SMA-FR,0.5286953584979892,1.00039230981679,0.261366123997702
2008,SSSHRIMPSMAFR,Sidestripe shrimp SMA FR,Canada-DFO-SMA-FR,0.35884355988358707,2.19489059019504,0.2856065284645285
2009,SSSHRIMPSMAFR,Sidestripe shrimp SMA FR,Canada-DFO-SMA-FR,0.23383454204991477,2.65775867384161,0.29173408017723373
2010,SSSHRIMPSMAFR,Sidestripe shrimp SMA FR,Canada-DFO-SMA-FR,0.13377333802493288,3.70294466917258,0.26867811668540753
